size,ttn_score,p_value,fold_change
1,0.0,1.0,
2,0.0001993284699748872,0.5434565434565435,0.9686806578228503
3,0.0002456799337604994,0.3336663336663337,1.2069713393327972
4,0.00022822483017903865,0.4045954045954046,1.174996324191463
5,0.00019294358208737377,0.5194805194805194,0.9656054202584272
6,0.0001658293728676303,0.7152847152847153,0.7540131391609277
7,0.00014456285081013606,0.8001998001998002,0.46588246833699387
8,0.0004174916462285144,0.5614385614385614,0.886132345690112
9,0.00047864792597619537,0.5634365634365635,0.8536289584284795
10,0.0006352628000059505,0.4035964035964036,1.1377027728767124
11,0.0005887222531418978,0.43656343656343655,1.0934913086474582
12,0.0005441736422780948,0.5744255744255744,0.9813909552827986
13,0.0005448367099774582,0.5824175824175825,0.9837543141045404
14,0.0005266014540164909,0.6043956043956044,0.9818088858289074
15,0.0005176176632955957,0.6113886113886113,0.9557444756385475
16,0.0005079613257556222,0.6213786213786214,0.9392431680876175
17,0.0005034224754692081,0.6273726273726273,0.9477714674101452
18,0.0004961813197957774,0.6303696303696303,0.9467092091194529
19,0.0005404881651949181,0.4805194805194805,1.0397982543073783
20,0.0005342315486891771,0.48151848151848153,1.027516211566635
21,0.0005284764065637623,0.4745254745254745,1.0343343607077249
22,0.0005174843198510927,0.47952047952047955,1.0201895037208544
23,0.0005099352545958172,0.4785214785214785,1.0299674082800414
24,0.0005015220090771096,0.4785214785214785,1.0279591117626574
25,0.0004943466690419164,0.47652347652347654,1.0297764948504173
26,0.00047954177859680156,0.4825174825174825,1.0203312676193177
27,0.00046531901998238056,0.4875124875124875,1.0138159244034062
28,0.00045025869562617606,0.4925074925074925,1.0075099320003946
29,0.0004342036824124689,0.4995004995004995,1.0006981240499404
30,0.00041865212211869806,0.4945054945054945,1.0087930609078022
