size,ttn_score,p_value,fold_change
1,0.0,1.0,
2,0.0003189167624610926,0.7072927072927073,0.33455939120815625
3,0.0006489734164998097,0.7802197802197802,0.1793614526769203
4,0.0006511117244793655,0.8541458541458542,0.1789173760934846
5,0.010217975885194035,0.0919080919080919,3.127680433658269
6,0.007343025660672551,0.1048951048951049,2.5231690185880518
7,0.006097508318419232,0.11788211788211789,2.2663206080903797
8,0.00506229108708534,0.12987012987012986,2.101810092157328
9,0.0042743438143704,0.14285714285714285,1.9485752555935638
10,0.003654639237110728,0.15584415584415584,1.8252759853451999
11,0.003182068528291687,0.17882117882117882,1.6595995788911841
12,0.0028560527761229124,0.18181818181818182,1.6339715852863421
13,0.002614131792597177,0.16983016983016982,1.3961132991596599
14,0.002361628616191285,0.1798201798201798,1.3708625055139507
15,0.0021431221469699595,0.1998001998001998,1.3228743748959304
16,0.0019564618629039202,0.1998001998001998,1.278718792528907
17,0.001797516763643556,0.2077922077922078,1.2230483249206434
18,0.0016581880955467022,0.21678321678321677,1.191571805600545
19,0.001536794216454952,0.24975024975024976,1.1556032015281124
20,0.0014299089867796748,0.27172827172827174,1.1478295860011598
21,0.0013354319530649377,0.27172827172827174,1.1258142086574405
22,0.0012497138270343947,0.29270729270729273,1.110139326612864
23,0.0011731983825411082,0.2947052947052947,1.0986689694437466
24,0.0011047514914400065,0.2997002997002997,1.0805773462853896
25,0.0010425070923428662,0.3226773226773227,1.0700090394927253
26,0.0009854581639257528,0.33966033966033965,1.0503100189776073
27,0.0009338508009094414,0.35564435564435565,1.03821214866168
28,0.0008869623412385987,0.3756243756243756,1.036011704917454
29,0.0008440507635991899,0.3966033966033966,1.0345613953081392
30,0.000804521358108946,0.4025974025974026,1.0340882052264626
