size,ttn_score,p_value,fold_change
1,0.0,1.0,
2,0.00025907793065369677,0.7642357642357642,0.264196758664375
3,0.0016193784495171252,0.6963036963036963,0.4402592287302041
4,0.0019331911709796602,0.7272727272727273,0.5314276302978537
5,0.0019286008017790335,0.7262737262737263,0.6062216146931345
6,0.0021045379640056592,0.6683316683316683,0.7441702252339953
7,0.002016427479001177,0.6263736263736264,0.7792720811664432
8,0.0018244112379649615,0.6443556443556444,0.7642112460764765
9,0.001638503087577444,0.6753246753246753,0.7659462320248577
10,0.0014766904906429487,0.6983016983016983,0.7494899002945117
11,0.0013301517060819604,0.7202797202797203,0.6954512179435421
12,0.0012096420047395856,0.7422577422577422,0.7010876672820086
13,0.0011097608094781791,0.8391608391608392,0.6045747277260756
14,0.0010247945188457054,0.8491508491508492,0.608985355248279
15,0.0009514121681420211,0.8571428571428571,0.6045956762331278
16,0.0008878247823867268,0.8731268731268731,0.5942396896413246
17,0.000831539244025687,0.8781218781218781,0.5925903995144997
18,0.0007815351481783101,0.8861138861138861,0.5706768432011774
19,0.0007373628581818357,0.8951048951048951,0.570483959572989
20,0.0006981076002103806,0.8921078921078921,0.5745963993613483
21,0.0006625318489836375,0.8991008991008991,0.5677357725872383
22,0.000630361763133702,0.9110889110889111,0.5626507996701571
23,0.0006014188532926449,0.9210789210789211,0.5652221283641988
24,0.0005747891579381578,0.922077922077922,0.5624691689954626
25,0.0005502689495965165,0.9250749250749251,0.5616973131157746
26,0.00052765686386989,0.926073926073926,0.5595969312258368
27,0.0005067400882976039,0.9280719280719281,0.5633702036472128
28,0.00048741173053018283,0.9300699300699301,0.5693187122670664
29,0.0004693128621661278,0.9330669330669331,0.575241431508506
30,0.0004525110133323807,0.938061938061938,0.5816331622593454
