size,ttn_score,p_value,fold_change
1,0.0,1.0,
2,0.00025907793065369677,0.6553446553446554,0.3649211946799211
3,0.0016193784495171252,0.5994005994005994,0.5302974237995465
4,0.0019331911709796602,0.6313686313686314,0.6059296153186067
5,0.0019286008017790335,0.6283716283716284,0.646364243747709
6,0.0021045379640056592,0.5974025974025974,0.7706276766884005
7,0.002016427479001177,0.5864135864135864,0.8214221624184747
8,0.0018244112379649615,0.5914085914085914,0.7936933225983652
9,0.001638503087577444,0.6013986013986014,0.7789182423850765
10,0.0014766904906429487,0.6223776223776224,0.7795761549332844
11,0.0013301517060819604,0.6383616383616384,0.7618335806704448
12,0.0012096420047395856,0.6503496503496503,0.7219560469896285
13,0.0011097608094781791,0.9050949050949051,0.5009656371867433
14,0.0010247945188457054,0.913086913086913,0.4981492535355218
15,0.0009514121681420211,0.9150849150849151,0.49336449179330893
16,0.0008878247823867268,0.922077922077922,0.49172150544939863
17,0.000831539244025687,0.9280719280719281,0.4894521028563683
18,0.0007815351481783101,0.9300699300699301,0.4937231538502253
19,0.0007373628581818357,0.935064935064935,0.5015437890103068
20,0.0006981076002103806,0.9310689310689311,0.5120337642631491
21,0.0006625318489836375,0.936063936063936,0.5229332430029067
22,0.000630361763133702,0.939060939060939,0.5346734620521985
23,0.0006014188532926449,0.9430569430569431,0.547090632750175
24,0.0005747891579381578,0.949050949050949,0.5583972496329864
25,0.0005502689495965165,0.9500499500499501,0.5567242498315209
26,0.00052765686386989,0.9530469530469531,0.5577794589110995
27,0.0005067400882976039,0.952047952047952,0.5633702036472128
28,0.00048741173053018283,0.955044955044955,0.5693187122670664
29,0.0004693128621661278,0.961038961038961,0.575241431508506
30,0.0004525110133323807,0.967032967032967,0.5816331622593454
