size,ttn_score,p_value,fold_change
1,0.0,1.0,
2,0.0003189167624610926,0.7702297702297702,0.26841938160903656
3,0.0006489734164998097,0.8601398601398601,0.15268950463719544
4,0.0006511117244793655,0.9270729270729271,0.17365515724020195
5,0.010217975885194035,0.08591408591408592,3.0686323347906095
6,0.007343025660672551,0.1048951048951049,2.47249209622669
7,0.006097508318419232,0.12287712287712288,2.224470484813201
8,0.00506229108708534,0.13286713286713286,2.078038779972666
9,0.0042743438143704,0.15184815184815184,1.8858435831891505
10,0.003654639237110728,0.15884115884115885,1.724799907909501
11,0.003182068528291687,0.1918081918081918,1.6105132073740969
12,0.0028560527761229124,0.2017982017982018,1.5771761906983384
13,0.002614131792597177,0.18681318681318682,1.4622882106905046
14,0.002361628616191285,0.1958041958041958,1.4386519739611874
15,0.0021431221469699595,0.2017982017982018,1.4025055638926291
16,0.0019564618629039202,0.2047952047952048,1.356259484676665
17,0.001797516763643556,0.2097902097902098,1.3205109015459486
18,0.0016581880955467022,0.22077922077922077,1.2645845991939604
19,0.001536794216454952,0.2597402597402597,1.220890922813576
20,0.0014299089867796748,0.2907092907092907,1.1994306206211436
21,0.0013354319530649377,0.2817182817182817,1.1765247897696567
22,0.0012497138270343947,0.3086913086913087,1.165963584936634
23,0.0011731983825411082,0.3106893106893107,1.1524618778160771
24,0.0011047514914400065,0.32667332667332666,1.1293475129237933
25,0.0010425070923428662,0.34765234765234765,1.0870441770986892
26,0.0009854581639257528,0.35764235764235763,1.07347182363324
27,0.0009338508009094414,0.3776223776223776,1.0599806470597775
28,0.0008869623412385987,0.3946053946053946,1.0546794390314826
29,0.0008440507635991899,0.4065934065934066,1.0393101697849596
30,0.000804521358108946,0.4175824175824176,1.0340882052264626
