size,ttn_score,p_value,fold_change
1,0.0,1.0,
2,0.0003189167624610926,0.932067932067932,0.26818697653805684
3,0.0006489734164998097,0.8611388611388612,0.10831358915713522
4,0.0006511117244793655,0.9240759240759241,0.14568849789415403
5,0.010217975885194035,0.04395604395604396,2.6285358822085083
6,0.007343025660672551,0.04395604395604396,2.211026445059753
7,0.006097508318419232,0.13886113886113885,1.8297160873751626
8,0.00506229108708534,0.14385614385614387,1.6738437312258088
9,0.0042743438143704,0.14885114885114886,1.5171920943710762
10,0.003654639237110728,0.15784215784215785,1.5324449689020685
11,0.003182068528291687,0.15784215784215785,1.4561654843319778
12,0.0028560527761229124,0.15784215784215785,1.467127621083496
13,0.002614131792597177,0.14585414585414586,1.476158383310056
14,0.002361628616191285,0.15884115884115885,1.4216668309457061
15,0.0021431221469699595,0.15884115884115885,1.428911828179116
16,0.0019564618629039202,0.15884115884115885,1.433439522305841
17,0.001797516763643556,0.17182817182817184,1.440604443664094
18,0.0016581880955467022,0.17182817182817184,1.447777349240824
19,0.001536794216454952,0.2087912087912088,1.4443898765075713
20,0.0014299089867796748,0.21178821178821178,1.4464797210645919
21,0.0013354319530649377,0.1928071928071928,1.4477898094489063
22,0.0012497138270343947,0.25074925074925075,1.2431306759062273
23,0.0011731983825411082,0.24575424575424576,1.2307832049197642
24,0.0011047514914400065,0.24575424575424576,1.2287227884283543
25,0.0010425070923428662,0.24575424575424576,1.2268838607906452
26,0.0009854581639257528,0.2547452547452547,1.224282647994809
27,0.0009338508009094414,0.2547452547452547,1.2224207918111674
28,0.0008869623412385987,0.26873126873126874,1.221017879020077
29,0.0008440507635991899,0.33266733266733267,1.2165731533161523
30,0.000804521358108946,0.33266733266733267,1.2038291492016817
