size,ttn_score,p_value,fold_change
1,0.0,1.0,
2,0.0001859573562098052,0.9110889110889111,0.17531353620324922
3,0.00018677775081617733,0.952047952047952,0.04787563110885615
4,0.00044182037518903814,0.926073926073926,0.11933523314320314
5,0.001002458015271073,0.9370629370629371,0.3094228894675966
6,0.0014558625066430765,0.8701298701298701,0.5089036673041545
7,0.0015146690840336413,0.8251748251748252,0.5645252933129598
8,0.0014669345635775308,0.8251748251748252,0.6025300071145075
9,0.0013794596517744838,0.8081918081918081,0.6413831486753151
10,0.0012577447098348284,0.8111888111888111,0.6310980177340372
11,0.0030799192960002603,0.18181818181818182,1.6390703766391088
12,0.002686826255494571,0.21078921078921078,1.567247499605752
13,0.0023588740273599944,0.24975024975024976,1.3801859114379549
14,0.0020929475131056985,0.2897102897102897,1.3193019640263088
15,0.0018718736279533163,0.35364635364635366,1.2473178228086206
16,0.0016882698592673828,0.3756243756243756,1.2090405379799851
17,0.0015332710935074786,0.3916083916083916,1.164109004456798
18,0.0014005214644994051,0.4195804195804196,1.1205890596160797
19,0.0012861377159286624,0.45754245754245754,1.0618369589335481
20,0.0011871416318671839,0.4875124875124875,1.0223639176291066
21,0.00109903196163042,0.5174825174825175,0.9763399509576298
22,0.0010190655390330133,0.5404595404595405,0.958148642117371
23,0.0009474128528423106,0.5594405594405595,0.9320475505616171
24,0.0008836712758587973,0.5664335664335665,0.9163629809468119
25,0.0008268177979526398,0.5854145854145855,0.8859716984383408
26,0.0007753369015381192,0.6003996003996004,0.8625829593430535
27,0.0008289376370384754,0.5304695304695305,0.96201418801109
28,0.0007891428535117994,0.5324675324675324,0.9561451528070423
29,0.000752268671635056,0.5344655344655345,0.9499193469348619
30,0.0007173092938157745,0.5574425574425574,0.9339466875079147
