size,ttn_score,p_value,fold_change
1,0.0,0.13886113886113885,
2,0.0003189167624610926,0.12687312687312688,0.26818697653805684
3,0.0006489734164998097,0.11888111888111888,0.1101270899449843
4,0.0006511117244793655,0.12687312687312688,0.1359191069316162
5,0.010217975885194035,0.006993006993006993,2.5956595374681126
6,0.007343025660672551,0.006993006993006993,2.1221705953166126
7,0.006097508318419232,0.017982017982017984,1.8328892301281707
8,0.00506229108708534,0.01898101898101898,1.6738437312258088
9,0.0042743438143704,0.01998001998001998,1.5171920943710762
10,0.003654639237110728,0.02097902097902098,1.5324449689020685
11,0.003182068528291687,0.02097902097902098,1.4561654843319778
12,0.0028560527761229124,0.02097902097902098,1.467127621083496
13,0.002614131792597177,0.01898101898101898,1.4955815421947467
14,0.002361628616191285,0.02197802197802198,1.4493893552391401
15,0.0021431221469699595,0.02197802197802198,1.4576827715449021
16,0.0019564618629039202,0.02197802197802198,1.433439522305841
17,0.001797516763643556,0.022977022977022976,1.440604443664094
18,0.0016581880955467022,0.022977022977022976,1.4446000725101793
19,0.001536794216454952,0.029970029970029972,1.4443898765075713
20,0.0014299089867796748,0.030969030969030968,1.4464797210645919
21,0.0013354319530649377,0.028971028971028972,1.3975034738369496
22,0.0012497138270343947,0.03696303696303696,1.2348275226712107
23,0.0011731983825411082,0.03596403596403597,1.2307832049197642
24,0.0011047514914400065,0.03596403596403597,1.2287227884283543
25,0.0010425070923428662,0.03596403596403597,1.2268838607906452
26,0.0009854581639257528,0.03696303696303696,1.224282647994809
27,0.0009338508009094414,0.03696303696303696,1.2224207918111674
28,0.0008869623412385987,0.03896103896103896,1.221017879020077
29,0.0008440507635991899,0.04895104895104895,1.1974860668107963
30,0.000804521358108946,0.04895104895104895,1.1768191420988698
