size,ttn_score,p_value,fold_change
1,0.0,1.0,
2,0.0003189167624610926,0.7232767232767233,0.2903460533737688
3,0.0006489734164998097,0.7982017982017982,0.16834578369328837
4,0.0006511117244793655,0.8821178821178821,0.17532258314214452
5,0.010217975885194035,0.0989010989010989,3.0919387914425047
6,0.007343025660672551,0.11788211788211789,2.502709586051416
7,0.006097508318419232,0.13986013986013987,2.228138262188479
8,0.00506229108708534,0.14885114885114886,2.0749911687772555
9,0.0042743438143704,0.15884115884115885,1.8935825250040133
10,0.003654639237110728,0.16983016983016982,1.7100004508504887
11,0.003182068528291687,0.2017982017982018,1.618331828382043
12,0.0028560527761229124,0.20279720279720279,1.5732520927279163
13,0.002614131792597177,0.1998001998001998,1.411351140908815
14,0.002361628616191285,0.2057942057942058,1.380038950638955
15,0.0021431221469699595,0.22077922077922077,1.3243413604512277
16,0.0019564618629039202,0.22077922077922077,1.2730875617122261
17,0.001797516763643556,0.22477522477522477,1.2190454328964464
18,0.0016581880955467022,0.23376623376623376,1.1946145193216968
19,0.001536794216454952,0.2647352647352647,1.1808617293670045
20,0.0014299089867796748,0.2907092907092907,1.1596466085802086
21,0.0013354319530649377,0.2947052947052947,1.141529620877015
22,0.0012497138270343947,0.3116883116883117,1.1232139670003007
23,0.0011731983825411082,0.3176823176823177,1.1167731333069246
24,0.0011047514914400065,0.3256743256743257,1.083197330920199
25,0.0010425070923428662,0.34165834165834164,1.0698554162034366
26,0.0009854581639257528,0.3546453546453546,1.0544593822498283
27,0.0009338508009094414,0.37362637362637363,1.03821214866168
28,0.0008869623412385987,0.3956043956043956,1.036011704917454
29,0.0008440507635991899,0.4125874125874126,1.0345613953081392
30,0.000804521358108946,0.4205794205794206,1.0340882052264626
