clique_size,model_type,strength
10,gene,0.004440588979889999
10,all,0.0047165458591690804
5,tf,0.006102608117883518
5,non_gene,0.0030454783751970534
5,gene,0.008097722723381062
5,all,0.0019756063244590165
10,tf,0.002384842073467161
10,non_gene,0.002259936209856326
10,gene,0.00471649829356866
10,all,0.0008638898360258651
5,tf,0.0023214654384431954
5,non_gene,0.00662900508126151
5,gene,0.00526526101232274
5,all,0.0065717923346094165
10,tf,0.0011118954810016308
10,non_gene,0.002360835865377494
10,gene,0.0030852514751362817
10,all,0.002382847784205061
5,tf,0.0018273988970309283
5,non_gene,0.0036626303849158375
5,gene,0.009030963196255454
5,all,0.014254886246989593
10,tf,0.003474614226487009
10,non_gene,0.001599237028405341
10,gene,0.002567321407817236
10,all,0.005088543171346178
5,tf,0.00388732600317742
5,non_gene,0.00641875723963381
5,gene,0.014312834188783218
5,all,0.005860525791613261
10,tf,0.0016280926813630819
10,non_gene,0.0022993348796421366
10,gene,0.0051014752699925815
10,all,0.002363162724334691
5,tf,0.00016609183503816697
5,non_gene,0.010333309850153289
5,gene,0.004014746108372555
5,all,0.0029727467801739307
10,tf,0.0009561751935045105
10,non_gene,0.007444518499631648
10,gene,0.002405023210259243
10,all,0.0022364717972964167
5,tf,0.01250670737693361
5,non_gene,0.0014184171134175392
5,gene,0.0014325249406223492
5,all,0.0023878276409144148
10,tf,0.004229758221423301
10,non_gene,0.000741718272078319
10,gene,0.001903480354659012
10,all,0.0018075050302216
5,tf,0.0020046992817160858
5,non_gene,0.001162536967800584
5,gene,0.001162536967800584
5,all,0.0008927315059912077
10,tf,0.0009430205021721491
10,non_gene,0.0014245881006774248
10,gene,0.0014245881006774248
10,all,0.0004660947995659577
5,tf,0.003039706997417428
5,non_gene,0.0011339415110240077
5,gene,0.003206397181564015
5,all,0.0035825018925725446
10,tf,0.002480642197210861
10,non_gene,0.0023096304853140693
10,gene,0.003964311642409113
10,all,0.002456580165792799
5,tf,0.008718503822134417
5,non_gene,0.004141922723824171
5,gene,0.019701053636478637
5,all,0.001162536967800584
10,tf,0.0024176918017969158
10,non_gene,0.0023027536303773435
10,gene,0.005759304980096901
10,all,0.0014245881006774248
5,tf,0.006102608117883518
5,non_gene,0.0030857431726638743
5,gene,0.005644852268641592
5,all,0.004195587410181051
10,tf,0.002384842073467161
10,non_gene,0.0024899732063187715
10,gene,0.0019654125675842597
10,all,0.0019955943996063205
5,tf,0.002188899120358045
5,non_gene,0.0031365429736155684
5,gene,0.006585748008059401
5,all,0.0027218724020327545
10,tf,0.001409089553005212
10,non_gene,0.0025278332014466594
10,gene,0.0023853292690465783
10,all,0.0036857858292937413
5,tf,0.0016457153464539728
5,non_gene,0.008515199609997467
5,gene,0.0020847074414633094
5,all,0.004067177896155933
10,tf,0.0007632677120350462
10,non_gene,0.0031995028406088346
10,gene,0.0009700347411450819
10,all,0.0024143016658015534
5,tf,0.003184656690531724
5,non_gene,0.001455390774110678
5,gene,0.003165521081641773
5,all,0.004032164478659701
10,tf,0.003958282449201763
10,non_gene,0.001606135447627461
10,gene,0.0025272011573341754
10,all,0.003815898126858326
5,tf,0.0018273988970309283
5,non_gene,0.0026220792852396386
5,gene,0.0029629156854826034
5,all,0.01022759317957376
10,tf,0.003474614226487009
10,non_gene,0.001003577428426977
10,gene,0.002236256256393714
10,all,0.003657156828397774
5,tf,0.00016609183503816697
5,non_gene,0.003684627146246824
5,gene,0.0014078368221324773
5,all,0.006117762619856198
10,tf,0.0009561751935045105
10,non_gene,0.0016517675541759607
10,gene,0.0018943132009682701
10,all,0.0023877748338164604
5,tf,0.003184656690531724
5,non_gene,0.006415901462025876
5,gene,0.002273248430847352
5,all,0.004036378099966476
10,tf,0.003958282449201763
10,non_gene,0.003002626214417341
10,gene,0.0015121618542413553
10,all,0.0017312502378616468
5,tf,0.0016457153464539728
5,non_gene,0.006142428078531312
5,gene,0.001162536967800584
5,all,0.012536272717064015
10,tf,0.0007632677120350462
10,non_gene,0.002540035004022431
10,gene,0.0014245881006774248
10,all,0.004236970775333731
5,tf,0.0021113284968450746
5,non_gene,0.010242314221063626
5,gene,0.003565269917095664
5,all,0.007982968976960136
10,tf,0.0012613613140741587
10,non_gene,0.0036594392013797853
10,gene,0.0016980226660790526
10,all,0.0023764065614284937
5,tf,0.008718503822134417
5,non_gene,0.0015835735639854475
5,gene,0.0018322769564549641
5,all,0.0025472637690834017
10,tf,0.0024176918017969158
10,non_gene,0.0007124796559519449
10,gene,0.0021786412783198175
10,all,0.001018470151437057
5,tf,0.002593660251318674
5,non_gene,0.008793375208939046
5,gene,0.010232549659475794
5,all,0.0010239109866182123
10,tf,0.0009962893157289172
10,non_gene,0.0039506765602311585
10,gene,0.0036583251909942027
10,all,0.0010295369068070328
5,tf,0.00020794628010867056
5,non_gene,0.007995168726711863
5,gene,0.006376080707318795
5,all,0.012550427983596244
10,tf,0.0016256607745804065
10,non_gene,0.0023802819368087904
10,gene,0.0029921188269284257
10,all,0.004240308074546325
5,tf,0.0020046992817160858
5,non_gene,0.008735573546174246
5,gene,0.00199871395346599
5,all,0.0010579262014489914
10,tf,0.0009430205021721491
10,non_gene,0.002421538308723187
10,gene,0.0019145253588525532
10,all,0.002765320508164481
5,tf,0.004084546546799744
5,non_gene,0.0135023758464729
5,gene,0.008352593727771421
5,all,0.012545714964110671
10,tf,0.0018948857925041977
10,non_gene,0.004444287609682352
10,gene,0.0022996793602448884
10,all,0.0042382145129269645
5,tf,0.008718503822134417
5,non_gene,0.0030817769534559466
5,gene,0.00714615924430195
5,all,0.005112966943720664
10,tf,0.0024176918017969158
10,non_gene,0.001693121689143247
10,gene,0.002283284454858447
10,all,0.0021208957938136444
5,tf,0.0030032695550514443
5,non_gene,0.014271933039303703
5,gene,0.002785222157249504
5,all,0.001162536967800584
10,tf,0.0022498408464392203
10,non_gene,0.005093215220821162
10,gene,0.00356465289661695
10,all,0.0014245881006774248
5,tf,0.008718503822134417
5,non_gene,0.003184897964903577
5,gene,0.001162536967800584
5,all,0.001162536967800584
10,tf,0.0024176918017969158
10,non_gene,0.0016090476870871115
10,gene,0.0014245881006774248
10,all,0.0014245881006774248
5,tf,0.0016377315586074519
5,non_gene,0.006785877957188868
5,gene,0.004735916711702942
5,all,0.0020376722264976365
10,tf,0.001782217828136158
10,non_gene,0.0032821460313774992
10,gene,0.0021390386123874535
10,all,0.0009477493356020425
5,tf,0.00113749098519563
5,non_gene,0.0017582445921304271
5,gene,0.005130800070921504
5,all,0.00143229632375887
10,tf,0.0027855342065602547
10,non_gene,0.0011739110484498627
10,gene,0.0016296757671154054
10,all,0.003341020281933935
5,tf,0.004140288987529124
5,non_gene,0.0015836072648163634
5,gene,0.0009466598987645467
5,all,0.007382820995045576
10,tf,0.0024707461755637053
10,non_gene,0.0010079091079837046
10,gene,0.0021795060177031617
10,all,0.0022508925080201403
5,tf,0.00113749098519563
5,non_gene,0.018351935042438674
5,gene,0.00284353701999214
5,all,0.0023725933617399996
10,tf,0.0027855342065602547
10,non_gene,0.006182387411901271
10,gene,0.001411456800602857
10,all,0.0017993616318211431
5,tf,0.004084546546799744
5,non_gene,0.007266788169069059
5,gene,0.0005677472251713961
5,all,0.007355493643571166
10,tf,0.0018948857925041977
10,non_gene,0.002302791036577793
10,gene,0.002304720815632357
10,all,0.005192835698197813
5,tf,0.00506875281166414
5,non_gene,0.001162536967800584
5,gene,0.003998662015743244
5,all,0.0029775729180388497
10,tf,0.0021838623566707333
10,non_gene,0.0014245881006774248
10,gene,0.0023958345448788156
10,all,0.0012019650804645928
5,tf,0.008718503822134417
5,non_gene,0.002537767339047003
5,gene,0.0030790016814847285
5,all,0.002779058240004462
10,tf,0.0024176918017969158
10,non_gene,0.0010157329966418115
10,gene,0.0018248891090645117
10,all,0.0012884059970439327
5,tf,0.008718503822134417
5,non_gene,0.008788982419095752
5,gene,0.0036086878139427693
5,all,0.001162536967800584
10,tf,0.0024176918017969158
10,non_gene,0.003950282377076956
10,gene,0.002591508278350451
10,all,0.0014245881006774248
5,tf,0.0018273988970309283
5,non_gene,0.018683335326469867
5,gene,0.001162536967800584
5,all,0.008792228337961571
10,tf,0.003474614226487009
10,non_gene,0.010954757319226276
10,gene,0.0014245881006774248
10,all,0.0039517833825583396
5,tf,0.006102608117883518
5,non_gene,0.0019174862415908575
5,gene,0.006571095537794254
5,all,0.0031757866760277484
10,tf,0.002384842073467161
10,non_gene,0.0012101609102537698
10,gene,0.0030452419124527208
10,all,0.0015339424378410427
5,tf,0.0016457153464539728
5,non_gene,0.00235277928764974
5,gene,0.001162536967800584
5,all,0.0019458676763523114
10,tf,0.0007632677120350462
10,non_gene,0.0017955164190812441
10,gene,0.0014245881006774248
10,all,0.0012957297459011983
5,tf,0.008110970228243888
5,non_gene,0.0020473611998394307
5,gene,0.004064312672250025
5,all,0.0013320204653586762
10,tf,0.004718423932464132
10,non_gene,0.0035115885005589575
10,gene,0.0019034337222526318
10,all,0.0012528975051731793
5,tf,0.0030049580326236363
5,non_gene,0.006600797238053045
5,gene,0.004073066862450058
5,all,0.001162536967800584
10,tf,0.002471684196821603
10,non_gene,0.003054577670143426
10,gene,0.0017671410366945682
10,all,0.0014245881006774248
5,tf,0.0016377315586074519
5,non_gene,0.003107591144667686
5,gene,0.01277790101851976
5,all,0.004197576273819041
10,tf,0.001782217828136158
10,non_gene,0.002895352265641965
10,gene,0.004821635409261832
10,all,0.00179675810508071
5,tf,0.003985798909931152
5,non_gene,0.006052310727343282
5,gene,0.0055945750082039055
5,all,0.0029738619907654384
10,tf,0.0027517696628705833
10,non_gene,0.002944188031398085
10,gene,0.0019047691129698585
10,all,0.002235325066355338
5,tf,0.004836326547890358
5,non_gene,0.001162536967800584
5,gene,0.0028646412031764893
5,all,0.0013862398879199212
10,tf,0.0018642675914886417
10,non_gene,0.0014245881006774248
10,gene,0.0015257102778723404
10,all,0.0020480204733258085
5,tf,0.008718503822134417
5,non_gene,0.0024850611377832867
5,gene,0.001162536967800584
5,all,0.0013602915297600915
10,tf,0.0024176918017969158
10,non_gene,0.0010972810888055023
10,gene,0.0014245881006774248
10,all,0.0007262296058814324
5,tf,0.009069517002965485
5,non_gene,0.003357140805391702
5,gene,0.006572961553590453
