size,ttn_score,p_value,fold_change
1,0.0,1.0,
2,0.0001993284699748872,0.46534653465346537,1.0243131405377295
3,0.0002456799337604994,0.3465346534653465,1.3373110632622371
4,0.00022822483017903865,0.43564356435643564,1.2140384646206988
5,0.00019294358208737377,0.48514851485148514,1.0047394481852436
6,0.0001658293728676303,0.7227722772277227,0.8160466982046459
7,0.00014456285081013606,0.8118811881188119,0.46588246833699387
8,0.0004174916462285144,0.5544554455445545,0.886132345690112
9,0.00047864792597619537,0.5247524752475248,0.9139868397193966
10,0.0006352628000059505,0.38613861386138615,1.1377027728767124
11,0.0005887222531418978,0.40594059405940597,1.0934913086474582
12,0.0005441736422780948,0.5841584158415841,0.9813909552827986
13,0.0005448367099774582,0.6039603960396039,0.9622668095093767
14,0.0005266014540164909,0.6336633663366337,0.9288715910137141
15,0.0005176176632955957,0.6336633663366337,0.9152786007848732
16,0.0005079613257556222,0.6336633663366337,0.9218445761238564
17,0.0005034224754692081,0.6435643564356436,0.9162495494802313
18,0.0004961813197957774,0.6336633663366337,0.9393552539244978
19,0.0005404881651949181,0.504950495049505,0.9997990860578085
20,0.0005342315486891771,0.504950495049505,0.9894413367732693
