size,ttn_score,p_value,fold_change
1,0.0,1.0,
2,0.0001993284699748872,0.589882023595281,0.9276526620678365
3,0.0002456799337604994,0.369126174765047,1.1771527790700993
4,0.00022822483017903865,0.4309138172365527,1.1043706243588545
5,0.00019294358208737377,0.5428914217156569,0.9207219558763992
6,0.0001658293728676303,0.6850629874025195,0.705451383722627
7,0.00014456285081013606,0.7768446310737852,0.46588246833699387
8,0.0004174916462285144,0.5016996600679864,0.9887963936340189
9,0.00047864792597619537,0.4983003399320136,1.0046219375241252
10,0.0006352628000059505,0.40931813637272546,1.220874550514584
11,0.0005887222531418978,0.4459108178364327,1.0934913086474582
12,0.0005441736422780948,0.5180963807238552,0.9813909552827986
13,0.0005448367099774582,0.531493701259748,0.9837543141045404
14,0.0005266014540164909,0.5506898620275945,0.9455708307582242
15,0.0005176176632955957,0.5582883423315337,0.9322581708726124
16,0.0005079613257556222,0.5696860627874425,0.9187975241295359
17,0.0005034224754692081,0.5718856228754249,0.9225874279802102
18,0.0004961813197957774,0.5758848230353929,0.9288574807489872
19,0.0005404881651949181,0.489502099580084,1.0151459677715569
20,0.0005342315486891771,0.4897020595880824,1.0145975995031309
21,0.0005284764065637623,0.4823035392921416,1.01908906498557
22,0.0005174843198510927,0.485502899420116,1.0107631965788295
23,0.0005099352545958172,0.48370325934813035,1.017673323453074
24,0.0005015220090771096,0.4849030193961208,1.0215720263261432
25,0.0004943466690419164,0.4771045790841832,1.027005634460728
26,0.00047954177859680156,0.486502699460108,1.0148503815012118
27,0.00046531901998238056,0.49190161967606477,1.0106685222571576
28,0.00045025869562617606,0.4957008598280344,1.0039061023396885
29,0.0004342036824124689,0.50749850029994,0.9934597185112236
30,0.00041865212211869806,0.5102979404119176,0.9906225266552343
