size,ttn_score,p_value,fold_change
1,0.0,1.0,
2,0.0001993284699748872,0.8668266346730654,0.6609708221905971
3,0.0002456799337604994,0.7698460307938413,0.7297745754491964
4,0.00022822483017903865,0.7340531893621276,0.727278296643486
5,0.00019294358208737377,0.7546490701859628,0.6951747851663349
6,0.0001658293728676303,0.884623075384923,0.5277018588976797
7,0.00014456285081013606,0.8898220355928814,0.46284210189560626
8,0.0004174916462285144,0.378124375124975,1.384766107030284
9,0.00047864792597619537,0.34573085382923413,1.59760224864575
10,0.0006352628000059505,0.29114177164567084,2.095693045294775
11,0.0005887222531418978,0.3285342931413717,1.8465356449120987
12,0.0005441736422780948,0.34273145370925817,1.743193667818112
13,0.0005448367099774582,0.34273145370925817,1.5884217814581476
14,0.0005266014540164909,0.34873025394921014,1.4703806517448919
15,0.0005176176632955957,0.393121375724855,1.3762540276805457
16,0.0005079613257556222,0.34873025394921014,1.2693161292269213
17,0.0005034224754692081,0.34873025394921014,1.2103272827652851
18,0.0004961813197957774,0.36272745450909816,1.1398589423539742
19,0.0005404881651949181,0.34153169366126773,1.2610203845338441
20,0.0005342315486891771,0.34873025394921014,1.269297031717304
21,0.0005284764065637623,0.34873025394921014,1.2273854157253754
22,0.0005174843198510927,0.34873025394921014,1.1627623943350986
23,0.0005099352545958172,0.33573285342931414,1.147582653167565
24,0.0005015220090771096,0.33573285342931414,1.1558518009661962
25,0.0004943466690419164,0.3205358928214357,1.1500034680534723
26,0.00047954177859680156,0.3205358928214357,1.1398670709864926
27,0.00046531901998238056,0.28314337132573486,1.138445542312516
28,0.00045025869562617606,0.28314337132573486,1.148020293384389
29,0.0004342036824124689,0.3225354929014197,1.1574077231665434
30,0.00041865212211869806,0.3225354929014197,1.1656412528015836
