alpha,k,pval,fold_change
0.9114357414292257,6,0.15784215784215785,1.468219120754347
0.9114357414292257,7,0.2097902097902098,1.3165287761745297
0.9114357414292257,8,0.14085914085914086,1.4915740239270208
0.9114357414292257,9,0.12987012987012986,1.5289890193576237
0.9114357414292257,10,0.13386613386613386,1.516962486796637
0.9114357414292257,11,0.15584415584415584,1.393032231786766
0.9114357414292257,12,0.15484515484515485,1.37212292241282
0.9114357414292257,13,0.14585414585414586,1.404539361574905
0.9114357414292257,14,0.13286713286713286,1.4281666062332097
0.9114357414292257,15,0.13086913086913088,1.4472302888004887
0.9114357414292257,16,0.12887112887112886,1.438776236299086
0.9114357414292257,17,0.13086913086913088,1.4181596797619658
0.9114357414292257,18,0.12187812187812187,1.427887143525932
0.9114357414292257,19,0.14185814185814186,1.3497275630596586
0.9114357414292257,20,0.16383616383616384,1.2687265881972063
0.9114357414292257,21,0.16783216783216784,1.260314594834209
0.9114357414292257,22,0.16483516483516483,1.2474595778930215
0.9114357414292257,23,0.16483516483516483,1.2446465900922823
0.9114357414292257,24,0.16683316683316685,1.2368518109153457
0.9114357414292257,25,0.16883116883116883,1.233873007175349
0.9114357414292257,26,0.13886113886113885,1.263305861495841
0.9114357414292257,27,0.15484515484515485,1.2341162852286167
0.9114357414292257,28,0.12987012987012986,1.2630424053428904
0.9114357414292257,29,0.11288711288711288,1.2854875377473955
0.9114357414292257,30,0.11388611388611389,1.2853095142698179
0.9114357414292257,31,0.11888111888111888,1.265169004827317
0.9114357414292257,32,0.1028971028971029,1.2786975207533637
0.9114357414292257,33,0.1108891108891109,1.2706602546764647
0.9114357414292257,34,0.10589410589410589,1.2717875388799442
0.9114357414292257,35,0.1068931068931069,1.2586323221690536
0.9114357414292257,36,0.08491508491508491,1.298386298164135
0.9114357414292257,37,0.0959040959040959,1.2749602427757323
0.9114357414292257,38,0.09090909090909091,1.2748358046208705
0.9114357414292257,39,0.07592407592407592,1.312966559303482
0.9114357414292257,40,0.07292707292707293,1.3169698777425354
0.9114357414292257,41,0.061938061938061936,1.3456800625716572
0.9114357414292257,42,0.056943056943056944,1.3595714469145392
0.9114357414292257,43,0.053946053946053944,1.376328761503021
0.9114357414292257,44,0.04795204795204795,1.4072856073361872
0.9114357414292257,45,0.04695304695304695,1.3941146618135152
0.9114357414292257,46,0.04395604395604396,1.396403675797988
0.9114357414292257,47,0.04995004995004995,1.3680972956756359
0.9114357414292257,48,0.05094905094905095,1.3674921824327
0.9114357414292257,49,0.05194805194805195,1.3727517370382794
0.9114357414292257,50,0.05194805194805195,1.3579936850751335
