alpha,k,pval,fold_change
0.1,3,0.7712287712287712,0.5232568208518034
0.1,4,0.6413586413586414,0.8202999536120793
0.1,5,0.6193806193806194,0.8906707227468469
0.1,6,0.4125874125874126,1.097391825833604
0.1,7,0.3046953046953047,1.1877267407099983
0.1,8,0.4915084915084915,1.006272340472282
0.1,9,0.3946053946053946,1.0770705526430424
0.1,10,0.34165834165834164,1.118104423985265
0.1,11,0.3336663336663337,1.1151415581522537
0.1,12,0.24675324675324675,1.1523809177143565
0.1,13,0.21078921078921078,1.1952374197958069
0.1,14,0.16783216783216784,1.2432789003191218
0.1,15,0.19880119880119881,1.2215279565031816
0.1,16,0.3036963036963037,1.1091395101547956
0.1,17,0.2087912087912088,1.1848762352785176
0.1,18,0.22477522477522477,1.152267497087205
0.1,19,0.24175824175824176,1.1433380932825274
0.1,20,0.1798201798201798,1.1953454022368653
0.1,21,0.16983016983016982,1.2099511858982028
0.1,22,0.13686313686313686,1.2437664934466117
0.1,23,0.1888111888111888,1.1918285814528058
0.1,24,0.1938061938061938,1.176210909410165
0.1,25,0.2087912087912088,1.1581184441828671
0.1,26,0.22577422577422576,1.1435486903401535
0.1,27,0.2977022977022977,1.0906521608446473
0.1,28,0.2957042957042957,1.089368894434371
0.1,29,0.37662337662337664,1.0524672014297636
0.1,30,0.26673326673326675,1.1016032079931293
0.1,31,0.2517482517482518,1.1098880909218702
0.1,32,0.24975024975024976,1.1052887826641387
0.1,33,0.26973026973026976,1.098562834846631
0.1,34,0.22977022977022976,1.1180460756179202
0.1,35,0.22377622377622378,1.1242498930226283
0.1,36,0.2057942057942058,1.129843118298164
0.1,37,0.14685314685314685,1.1726192900935621
0.1,38,0.17182817182817184,1.152919957121006
0.1,39,0.17182817182817184,1.150869778430415
0.1,40,0.1938061938061938,1.128939652966982
0.1,41,0.17582417582417584,1.1418671603187178
0.1,42,0.17682317682317683,1.1404670693078887
0.1,43,0.16683316683316685,1.147205268954095
0.1,44,0.16483516483516483,1.1451012490545553
0.1,45,0.15784215784215785,1.152218798044858
0.1,46,0.15084915084915085,1.1527696336866495
0.1,47,0.16183816183816183,1.1394230844287732
0.1,48,0.16183816183816183,1.148117637544848
0.1,49,0.16383616383616384,1.1407655620566086
0.1,50,0.18181818181818182,1.1249040789739506
0.95,3,0.11588411588411589,1.7274895576241305
0.95,4,0.17782217782217782,1.3991391158474697
0.95,5,0.4745254745254745,1.0279012960915066
0.95,6,0.3706293706293706,1.0887549155697858
0.95,7,0.4045954045954046,1.0739520656069246
0.95,8,0.4775224775224775,1.0159167127587159
0.95,9,0.5764235764235764,0.9480009168853556
0.95,10,0.3876123876123876,1.0598019154163387
0.95,11,0.26973026973026976,1.1521043935752402
0.95,12,0.11588411588411589,1.2711943320440662
0.95,13,0.12187812187812187,1.2471525954681224
0.95,14,0.07092907092907093,1.3354829680566118
0.95,15,0.0919080919080919,1.2933204053146352
0.95,16,0.09290709290709291,1.276518087384849
0.95,17,0.12987012987012986,1.2180277356364657
0.95,18,0.13086913086913088,1.219527658561944
0.95,19,0.16983016983016982,1.1678011508008557
0.95,20,0.14685314685314685,1.2051352078499156
0.95,21,0.12987012987012986,1.2132462829464206
0.95,22,0.10989010989010989,1.2347746312468615
0.95,23,0.14885114885114886,1.1943505432789863
0.95,24,0.13986013986013987,1.1958786467860911
0.95,25,0.16083916083916083,1.1741650518708666
0.95,26,0.15184815184815184,1.1821415746701385
0.95,27,0.13286713286713286,1.1930608176926614
0.95,28,0.13886113886113885,1.1864586044523917
0.95,29,0.14985014985014986,1.1794298359896631
0.95,30,0.11388611388611389,1.2130539130940208
0.95,31,0.11688311688311688,1.2056787041618895
0.95,32,0.13586413586413587,1.1883981251937958
0.95,33,0.14685314685314685,1.1822707366570893
0.95,34,0.14085914085914086,1.187503110128072
0.95,35,0.15084915084915085,1.17727441810209
0.95,36,0.14885114885114886,1.1819643199755023
0.95,37,0.14485514485514486,1.1824854487830725
0.95,38,0.14485514485514486,1.1784656585120377
0.95,39,0.15184815184815184,1.17468854714551
0.95,40,0.16483516483516483,1.1568321362079483
0.95,41,0.14785214785214784,1.1695528655240588
0.95,42,0.14585414585414586,1.1730308474317384
0.95,43,0.13186813186813187,1.1942141529536554
0.95,44,0.11788211788211789,1.2149108014709666
0.95,45,0.1088911088911089,1.2295200835252498
0.95,46,0.1088911088911089,1.231225900851215
0.95,47,0.11488511488511488,1.2215943812896597
0.95,48,0.11488511488511488,1.2234605879477813
0.95,49,0.11588411588411589,1.2221571681523145
0.95,50,0.1258741258741259,1.2074560646140073
0.7264807025225711,3,0.7102897102897103,0.7108596972185384
0.7264807025225711,4,0.7572427572427572,0.7102598638886229
0.7264807025225711,5,0.5794205794205795,0.9182283195351727
0.7264807025225711,6,0.3936063936063936,1.0810351179386395
0.7264807025225711,7,0.4955044955044955,1.0032591170311274
0.7264807025225711,8,0.5624375624375625,0.9552083446452118
